ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
CJ11356418;https://www.dmi.es/photo/237/29048/3198021231980212/th/caja-micro-atx-nox-hummer-mc-zero-1xusb3-0-2xusb2-0-blanco.jpg;4.00;21;0.00;;35.05;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER MC ZERO 1XUSB3.0 2XUSB2.0 BLANCO";https://www.dmi.es/ficha/CJ11356418;100.00;NXHUMMERMCW;;"Semitore, ATX/micro ATX, 2x 3.12.7 cm (5"") , 2x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, HD Audio, Mic, 2x controles de velocidad, Blanco";8436532164644;999993;237;"Chasis PC";CJ11356418;NXHUMMERMCW;68900.00;"Semitore, ATX/micro ATX, 2x 3.12.7 cm (5"") , 2x 2.12.7 cm (5"") , 1x USB 3.0, 2x USB 2.0, HD Audio, Mic, 2x controles de velocidad, Blanco";;https://www.dmi.es/photo/237/29048/3198021231980212/bg/caja-micro-atx-nox-hummer-mc-zero-1xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29048/3198021231980212/pq/caja-micro-atx-nox-hummer-mc-zero-1xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29048/3198021231980212/pq/caja-micro-atx-nox-hummer-mc-zero-1xusb3-0-2xusb2-0-blanco.jpg
CJ11356421;https://www.dmi.es/photo/237/29051/3198036731980367/th/caja-micro-atx-nox-hummer-zs-2xusb3-0-2xusb2-0-negro.jpg;4.00;21;0.00;;31.54;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER ZS 2XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356421;0.00;NXHUMMERZS;;"ATX/Micro ATX, 2x 5.25'', 2x 3.5'', 2x 2.5'', 2x USB 3.0, 2x USB 2.0, 1x HD Audio/Mic, 2x controles de velocidad, 1x lector de tarjetas(SD/micro SD), Negro";8436532164408;999993;237;"Chasis PC";CJ11356421;NXHUMMERZS;67600.00;"ATX/Micro ATX, 2x 5.25'', 2x 3.5'', 2x 2.5'', 2x USB 3.0, 2x USB 2.0, 1x HD Audio/Mic, 2x controles de velocidad, 1x lector de tarjetas(SD/micro SD), Negro";;https://www.dmi.es/photo/237/29051/3198036731980367/bg/caja-micro-atx-nox-hummer-zs-2xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29051/3198036731980367/pq/caja-micro-atx-nox-hummer-zs-2xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29051/3198036731980367/pq/caja-micro-atx-nox-hummer-zs-2xusb3-0-2xusb2-0-negro.jpg
CJ11356422;https://www.dmi.es/photo/237/29052/3198040231980402/th/caja-micro-atx-nox-hummer-zs-zero-2xusb3-0-2xusb2-0-blanco.jpg;4.00;21;0.00;;31.54;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER ZS ZERO 2XUSB3.0 2XUSB2.0 BLANCO";https://www.dmi.es/ficha/CJ11356422;92.00;NXHUMMERZSZ;;"ATX/Micro ATX, 2x 5.25', 2x 3.5', 2x 2.5', 2x USB 3.0, 2x USB 2.0, HD Audio/Mic, 2x controles de velocidad, 1x lector de tarjetas(SD/micro SD), Blanco";8436532164415;999993;237;"Chasis PC";CJ11356422;NXHUMMERZSZ;70225.00;"ATX/Micro ATX, 2x 5.25', 2x 3.5', 2x 2.5', 2x USB 3.0, 2x USB 2.0, HD Audio/Mic, 2x controles de velocidad, 1x lector de tarjetas(SD/micro SD), Blanco";;https://www.dmi.es/photo/237/29052/3198040231980402/bg/caja-micro-atx-nox-hummer-zs-zero-2xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29052/3198040231980402/pq/caja-micro-atx-nox-hummer-zs-zero-2xusb3-0-2xusb2-0-blanco.jpg;https://www.dmi.es/photo/237/29052/3198040231980402/pq/caja-micro-atx-nox-hummer-zs-zero-2xusb3-0-2xusb2-0-blanco.jpg
FA10356025;https://www.dmi.es/photo/963/29053/2156360521563605/th/fuente-alimentacion-nox-nx650-650w-atx-negro.jpg;1.00;21;0.00;;35.69;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX NX650 650W ATX NEGRO";https://www.dmi.es/ficha/FA10356025;8.00;NXS650;;"650W, Eficiencia 87%, 2x PCI-E, 4x Serial ATA, 1.6kg, Negro";8436532161988;999993;963;"Fuentes de Alimentación";FA10356025;NXS650;6292.00;"650W, Eficiencia 87%, 2x PCI-E, 4x Serial ATA, 1.6kg, Negro";;https://www.dmi.es/photo/963/29053/2156360521563605/bg/fuente-alimentacion-nox-nx650-650w-atx-negro.jpg;https://www.dmi.es/photo/963/29053/2156360521563605/pq/fuente-alimentacion-nox-nx650-650w-atx-negro.jpg;https://www.dmi.es/photo/963/29053/2156360521563605/pq/fuente-alimentacion-nox-nx650-650w-atx-negro.jpg
FA10356026;https://www.dmi.es/photo/963/29054/2156361521563615/th/fuente-alimentacion-nox-nx750-750w-atx-negro-rojo.jpg;1.00;21;0.00;;42.01;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX NX750 750W ATX NEGRO ROJO";https://www.dmi.es/ficha/FA10356026;0.00;NXS750;;"750W, Eficiencia 87%, 2x PCI-E, 6x Serial ATA, 1.7kg, Negro";8436532161995;999993;963;"Fuentes de Alimentación";FA10356026;NXS750;5720.00;"750W, Eficiencia 87%, 2x PCI-E, 6x Serial ATA, 1.7kg, Negro";;https://www.dmi.es/photo/963/29054/2156361521563615/bg/fuente-alimentacion-nox-nx750-750w-atx-negro-rojo.jpg;https://www.dmi.es/photo/963/29054/2156361521563615/pq/fuente-alimentacion-nox-nx750-750w-atx-negro-rojo.jpg;https://www.dmi.es/photo/963/29054/2156361521563615/pq/fuente-alimentacion-nox-nx750-750w-atx-negro-rojo.jpg
FA10356027;https://www.dmi.es/photo/963/29055/1570379615703796/th/fuente-alimentacion-nox-urano-sx500-500w-atx-negro.jpg;1.50;21;0.00;;22.17;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX URANO SX500 500W ATX NEGRO";https://www.dmi.es/ficha/FA10356027;25.00;NXURSX500;;"Urano SX 500, 500W, fan 1x120mm, ATX v2.2, negro";8436532171451;999993;963;"Fuentes de Alimentación";FA10356027;NXURSX500;6578.00;"Urano SX 500, 500W, fan 1x120mm, ATX v2.2, negro";;https://www.dmi.es/photo/963/29055/1570379615703796/bg/fuente-alimentacion-nox-urano-sx500-500w-atx-negro.jpg;https://www.dmi.es/photo/963/29055/1570379615703796/pq/fuente-alimentacion-nox-urano-sx500-500w-atx-negro.jpg;https://www.dmi.es/photo/963/29055/1570379615703796/pq/fuente-alimentacion-nox-urano-sx500-500w-atx-negro.jpg
FA10356028;https://www.dmi.es/photo/963/29056/2311449323114493/th/fuente-alimentacion-nox-hummer-650-650w-80+-bronze-atx-negro.jpg;4.00;21;0.00;;54.08;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER 650 650W 80+ BRONZE ATX NEGRO";https://www.dmi.es/ficha/FA10356028;1.00;NXHM650BZ;;"650W, PFC, 1x140mm, 1.64kg";8436532162206;999993;963;"Fuentes de Alimentación";FA10356028;NXHM650BZ;6776.00;"650W, PFC, 1x140mm, 1.64kg";;https://www.dmi.es/photo/963/29056/2311449323114493/bg/fuente-alimentacion-nox-hummer-650-650w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29056/2311449323114493/pq/fuente-alimentacion-nox-hummer-650-650w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29056/2311449323114493/pq/fuente-alimentacion-nox-hummer-650-650w-80+-bronze-atx-negro.jpg
FA10356029;https://www.dmi.es/photo/963/29057/2311449523114495/th/fuente-alimentacion-nox-hummer-750-750w-80+-bronze-atx-negro.jpg;2.00;21;0.00;;62.94;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER 750 750W 80+ BRONZE ATX NEGRO";https://www.dmi.es/ficha/FA10356029;4.00;NXHM750BZ;;"750W, PFC, 1x140mm, 1.7kg";8436532162213;999993;963;"Fuentes de Alimentación";FA10356029;NXHM750BZ;6776.00;"750W, PFC, 1x140mm, 1.7kg";;https://www.dmi.es/photo/963/29057/2311449523114495/bg/fuente-alimentacion-nox-hummer-750-750w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29057/2311449523114495/pq/fuente-alimentacion-nox-hummer-750-750w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29057/2311449523114495/pq/fuente-alimentacion-nox-hummer-750-750w-80+-bronze-atx-negro.jpg
FA10356030;https://www.dmi.es/photo/963/29058/2311449623114496/th/fuente-alimentacion-nox-hummer-850-850w-80+-bronze-atx-negro.jpg;1.80;21;0.00;;68.16;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER 850 850W 80+ BRONZE ATX NEGRO";https://www.dmi.es/ficha/FA10356030;7.00;NXHM850BZ;;"850W, PFC, 1x140mm, 1.8kg";8436532162220;999993;963;"Fuentes de Alimentación";FA10356030;NXHM850BZ;6776.00;"850W, PFC, 1x140mm, 1.8kg";;https://www.dmi.es/photo/963/29058/2311449623114496/bg/fuente-alimentacion-nox-hummer-850-850w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29058/2311449623114496/pq/fuente-alimentacion-nox-hummer-850-850w-80+-bronze-atx-negro.jpg;https://www.dmi.es/photo/963/29058/2311449623114496/pq/fuente-alimentacion-nox-hummer-850-850w-80+-bronze-atx-negro.jpg
FA10356031;https://www.dmi.es/photo/963/29059/3090423030904230/th/fuente-alimentacion-nox-hummer-gd650-650w-80+-gold-atx-negro.jpg;2.00;21;0.00;;59.43;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER GD650 650W 80+ GOLD ATX NEGRO";https://www.dmi.es/ficha/FA10356031;8.00;NXHUMMER650GD;;"650W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 2x PCI-e 6+2pin, 1x MB, 1x 4+4pin";8436532164330;999993;963;"Fuentes de Alimentación";FA10356031;NXHUMMER650GD;7644.00;"650W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 2x PCI-e 6+2pin, 1x MB, 1x 4+4pin";;https://www.dmi.es/photo/963/29059/3090423030904230/bg/fuente-alimentacion-nox-hummer-gd650-650w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29059/3090423030904230/pq/fuente-alimentacion-nox-hummer-gd650-650w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29059/3090423030904230/pq/fuente-alimentacion-nox-hummer-gd650-650w-80+-gold-atx-negro.jpg
FA10356032;https://www.dmi.es/photo/963/29060/3090422930904229/th/fuente-alimentacion-nox-hummer-gd750-750w-80+-gold-atx-negro.jpg;2.00;21;0.00;;66.87;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER GD750 750W 80+ GOLD ATX NEGRO";https://www.dmi.es/ficha/FA10356032;4.00;NXHUMMER750GD;;"750W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 4x PCI-e 6+2pin, 1x MB, 1x 4+4pin";8436532164347;999993;963;"Fuentes de Alimentación";FA10356032;NXHUMMER750GD;7644.00;"750W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 4x PCI-e 6+2pin, 1x MB, 1x 4+4pin";;https://www.dmi.es/photo/963/29060/3090422930904229/bg/fuente-alimentacion-nox-hummer-gd750-750w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29060/3090422930904229/pq/fuente-alimentacion-nox-hummer-gd750-750w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29060/3090422930904229/pq/fuente-alimentacion-nox-hummer-gd750-750w-80+-gold-atx-negro.jpg
FA10356033;https://www.dmi.es/photo/963/29061/3090423130904231/th/fuente-alimentacion-nox-hummer-gd850-850w-80+-gold-atx-negro.jpg;2.00;21;0.00;;73.00;;"Cajas y fuentes";NOX;"FUENTE ALIMENTACION NOX HUMMER GD850 850W 80+ GOLD ATX NEGRO";https://www.dmi.es/ficha/FA10356033;0.00;NXHUMMER850GD;;"850W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 4x PCI-e 6+2pin, 1x MB, 1x 4+4pin";8436532164354;999993;963;"Fuentes de Alimentación";FA10356033;NXHUMMER850GD;7644.00;"850W, ATX 12V v2.31, 120mm, 3x Molex, 5x SATA, 4x PCI-e 6+2pin, 1x MB, 1x 4+4pin";;https://www.dmi.es/photo/963/29061/3090423130904231/bg/fuente-alimentacion-nox-hummer-gd850-850w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29061/3090423130904231/pq/fuente-alimentacion-nox-hummer-gd850-850w-80+-gold-atx-negro.jpg;https://www.dmi.es/photo/963/29061/3090423130904231/pq/fuente-alimentacion-nox-hummer-gd850-850w-80+-gold-atx-negro.jpg
VE10356017;https://www.dmi.es/photo/921/29062/3090423330904233/th/ventilador-cpu-nox-hummer-h112-120mm-negro.jpg;0.25;21;0.00;;9.03;;Refrigeración;NOX;"VENTILADOR CPU NOX HUMMER H112 120MM NEGRO";https://www.dmi.es/ficha/VE10356017;9.00;NXHUMMERH112;;"1600rpm, 26.4dBA, 120mm, Negro/Blanco";8436532164316;999989;921;Ventiladores;VE10356017;NXHUMMERH112;1183.00;"1600rpm, 26.4dBA, 120mm, Negro/Blanco";;https://www.dmi.es/photo/921/29062/3090423330904233/bg/ventilador-cpu-nox-hummer-h112-120mm-negro.jpg;https://www.dmi.es/photo/921/29062/3090423330904233/pq/ventilador-cpu-nox-hummer-h112-120mm-negro.jpg;https://www.dmi.es/photo/921/29062/3090423330904233/pq/ventilador-cpu-nox-hummer-h112-120mm-negro.jpg
VE10356018;https://www.dmi.es/photo/921/29063/3090423230904232/th/ventilador-cpu-nox-hummer-h212-120mm-blanco.jpg;0.45;21;0.00;;18.19;;Refrigeración;NOX;"VENTILADOR CPU NOX HUMMER H212 120MM BLANCO";https://www.dmi.es/ficha/VE10356018;0.00;NXHUMMERH212;;"800-1600rpm, 8-20dBA, 120mm, Negro/Blanco";8436532164323;999989;921;Ventiladores;VE10356018;NXHUMMERH212;2600.00;"800-1600rpm, 8-20dBA, 120mm, Negro/Blanco";;https://www.dmi.es/photo/921/29063/3090423230904232/bg/ventilador-cpu-nox-hummer-h212-120mm-blanco.jpg;https://www.dmi.es/photo/921/29063/3090423230904232/pq/ventilador-cpu-nox-hummer-h212-120mm-blanco.jpg;https://www.dmi.es/photo/921/29063/3090423230904232/pq/ventilador-cpu-nox-hummer-h212-120mm-blanco.jpg
VE10356019;https://www.dmi.es/photo/921/29064/3699322436993224/th/ventilador-cpu-nox-hummer-h120-120mm-blanco-led-blanco.jpg;0.40;21;0.00;;9.77;;Refrigeración;NOX;"VENTILADOR CPU NOX HUMMER H120 120MM BLANCO LED BLANCO";https://www.dmi.es/ficha/VE10356019;15.00;NXHUMMERH120;;"Intel CPU Cooler, 120mm Ventilador LED, 1600RPM, 58.4CFM, 26.4dBA, 100W, 3-pin, 370g, Aluminio";8436532166082;999989;921;Ventiladores;VE10356019;NXHUMMERH120;1755.00;"Intel CPU Cooler, 120mm Ventilador LED, 1600RPM, 58.4CFM, 26.4dBA, 100W, 3-pin, 370g, Aluminio";;https://www.dmi.es/photo/921/29064/3699322436993224/bg/ventilador-cpu-nox-hummer-h120-120mm-blanco-led-blanco.jpg;https://www.dmi.es/photo/921/29064/3699322436993224/pq/ventilador-cpu-nox-hummer-h120-120mm-blanco-led-blanco.jpg;https://www.dmi.es/photo/921/29064/3699322436993224/pq/ventilador-cpu-nox-hummer-h120-120mm-blanco-led-blanco.jpg
VE10356020;https://www.dmi.es/photo/921/29065/3699322636993226/th/ventilador-cpu-nox-hummer-h190-92mm-blanco.jpg;0.25;21;0.00;;12.57;;Refrigeración;NOX;"VENTILADOR CPU NOX HUMMER H190 92MM BLANCO";https://www.dmi.es/ficha/VE10356020;40.00;NXHUMMERH190;;"Intel/AMD CPU Cooler, 92mm Ventilador PWM, 600-2200RPM, 38.5CFM, 14-23.8dBA, 100W, 4-pin, 255g, Aluminio/Cobre";8436532166075;999989;921;Ventiladores;VE10356020;NXHUMMERH190;1386.00;"Intel/AMD CPU Cooler, 92mm Ventilador PWM, 600-2200RPM, 38.5CFM, 14-23.8dBA, 100W, 4-pin, 255g, Aluminio/Cobre";;https://www.dmi.es/photo/921/29065/3699322636993226/bg/ventilador-cpu-nox-hummer-h190-92mm-blanco.jpg;https://www.dmi.es/photo/921/29065/3699322636993226/pq/ventilador-cpu-nox-hummer-h190-92mm-blanco.jpg;https://www.dmi.es/photo/921/29065/3699322636993226/pq/ventilador-cpu-nox-hummer-h190-92mm-blanco.jpg
VE10356021;https://www.dmi.es/photo/921/29066/3212362332123623/th/ventilador-cpu-nox-hummer-h312-120mm-blanco.jpg;0.75;21;0.00;;24.50;;Refrigeración;NOX;"VENTILADOR CPU NOX HUMMER H312 120MM BLANCO";https://www.dmi.es/ficha/VE10356021;1.00;NXHUMMERH312;;"120mm, 600-1800rpm, 15.6-60.7CFM, 16.2-29.2dBa, 150W, 4-pin, Intel/AMD";8436532164620;999989;921;Ventiladores;VE10356021;NXHUMMERH312;3520.00;"120mm, 600-1800rpm, 15.6-60.7CFM, 16.2-29.2dBa, 150W, 4-pin, Intel/AMD";;https://www.dmi.es/photo/921/29066/3212362332123623/bg/ventilador-cpu-nox-hummer-h312-120mm-blanco.jpg;https://www.dmi.es/photo/921/29066/3212362332123623/pq/ventilador-cpu-nox-hummer-h312-120mm-blanco.jpg;https://www.dmi.es/photo/921/29066/3212362332123623/pq/ventilador-cpu-nox-hummer-h312-120mm-blanco.jpg
CJ11356423;https://www.dmi.es/photo/1529/29067/77905177790517/th/pasta-termica-tg-1-alto-rendimiento-4gr.jpg;0.01;21;0.00;;3.62;;Refrigeración;NOX;"PASTA TERMICA TG-1 ALTO RENDIMIENTO 4GR";https://www.dmi.es/ficha/CJ11356423;100.00;TG-1;;;8436532170706;999989;1529;"Pasta Térmica";CJ11356423;TG-1;352.00;;;https://www.dmi.es/photo/1529/29067/77905177790517/bg/pasta-termica-tg-1-alto-rendimiento-4gr.jpg;https://www.dmi.es/photo/1529/29067/77905177790517/pq/pasta-termica-tg-1-alto-rendimiento-4gr.jpg;https://www.dmi.es/photo/1529/29067/77905177790517/pq/pasta-termica-tg-1-alto-rendimiento-4gr.jpg
CJ11356424;https://www.dmi.es/photo/1529/29068/2436873824368738/th/pasta-termica-tg-10-alto-rendimiento-10gr.jpg;0.01;21;0.00;;3.53;;Refrigeración;NOX;"PASTA TERMICA TG-10 ALTO RENDIMIENTO 10GR";https://www.dmi.es/ficha/CJ11356424;100.00;NXTG10;;"Pasta Termica Alto Rendimiento, 10gr";8436532162350;999989;1529;"Pasta Térmica";CJ11356424;NXTG10;693.00;"Pasta Termica Alto Rendimiento, 10gr";;https://www.dmi.es/photo/1529/29068/2436873824368738/bg/pasta-termica-tg-10-alto-rendimiento-10gr.jpg;https://www.dmi.es/photo/1529/29068/2436873824368738/pq/pasta-termica-tg-10-alto-rendimiento-10gr.jpg;https://www.dmi.es/photo/1529/29068/2436873824368738/pq/pasta-termica-tg-10-alto-rendimiento-10gr.jpg
PT91356047;https://www.dmi.es/photo/921/29069/3212361832123618/th/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-azul.jpg;0.10;21;0.00;;4.94;;Refrigeración;NOX;"VENTILADOR CAJA NOX HUMMER H-FAN LED 120MM NEGRO LED AZUL";https://www.dmi.es/ficha/PT91356047;73.00;NXHUMMERF120LB;;"120mm, 1000/1600rpm, 30/60CFM, 17/27.5dBa, 0.7/1.81mm H2O, 3-pin, LED Azul";8436532164576;999989;921;Ventiladores;PT91356047;NXHUMMERF120LB;612.00;"120mm, 1000/1600rpm, 30/60CFM, 17/27.5dBa, 0.7/1.81mm H2O, 3-pin, LED Azul";;https://www.dmi.es/photo/921/29069/3212361832123618/bg/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-azul.jpg;https://www.dmi.es/photo/921/29069/3212361832123618/pq/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-azul.jpg;https://www.dmi.es/photo/921/29069/3212361832123618/pq/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-azul.jpg
PT91356048;https://www.dmi.es/photo/921/29070/3212361932123619/th/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-verde.jpg;0.10;21;0.00;;4.80;;Refrigeración;NOX;"VENTILADOR CAJA NOX HUMMER H-FAN LED 120MM NEGRO LED VERDE";https://www.dmi.es/ficha/PT91356048;35.00;NXHUMMERF120LG;;"120mm, 1000/1600rpm, 30/60CFM, 17/27.5dBa, 0.7/1.81mm H2O, 3-pin, LED Verde";8436532164583;999989;921;Ventiladores;PT91356048;NXHUMMERF120LG;663.00;"120mm, 1000/1600rpm, 30/60CFM, 17/27.5dBa, 0.7/1.81mm H2O, 3-pin, LED Verde";;https://www.dmi.es/photo/921/29070/3212361932123619/bg/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-verde.jpg;https://www.dmi.es/photo/921/29070/3212361932123619/pq/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-verde.jpg;https://www.dmi.es/photo/921/29070/3212361932123619/pq/ventilador-caja-nox-hummer-h-fan-led-120mm-negro-led-verde.jpg
PT91356049;https://www.dmi.es/photo/921/29071/2134979421349794/th/ventilador-caja-nox-cool-fan-led-120mm-negro-led-rojo.jpg;0.15;21;0.00;;3.80;;Refrigeración;NOX;"VENTILADOR CAJA NOX COOL FAN LED 120MM NEGRO LED ROJO";https://www.dmi.es/ficha/PT91356049;54.00;NXCFAN120LR;;"120mm, 1200RPM, 40.5 cfm, 4x LEDs, 130g, Rojo";8436532162046;999989;921;Ventiladores;PT91356049;NXCFAN120LR;1056.00;"120mm, 1200RPM, 40.5 cfm, 4x LEDs, 130g, Rojo";;https://www.dmi.es/photo/921/29071/2134979421349794/bg/ventilador-caja-nox-cool-fan-led-120mm-negro-led-rojo.jpg;https://www.dmi.es/photo/921/29071/2134979421349794/pq/ventilador-caja-nox-cool-fan-led-120mm-negro-led-rojo.jpg;https://www.dmi.es/photo/921/29071/2134979421349794/pq/ventilador-caja-nox-cool-fan-led-120mm-negro-led-rojo.jpg
PT91356050;https://www.dmi.es/photo/921/29072/2199178121991781/th/ventilador-caja-nox-cool-fan-led-120mm-negro-led-blanco.jpg;0.10;21;0.00;;3.50;;Refrigeración;NOX;"VENTILADOR CAJA NOX COOL FAN LED 120MM NEGRO LED BLANCO";https://www.dmi.es/ficha/PT91356050;48.00;NXCFAN120LW;;"CoolFan 120mm LED Blanco - Ventilador 12 cm";8436532162053;999989;921;Ventiladores;PT91356050;NXCFAN120LW;1408.00;"CoolFan 120mm LED Blanco - Ventilador 12 cm";;https://www.dmi.es/photo/921/29072/2199178121991781/bg/ventilador-caja-nox-cool-fan-led-120mm-negro-led-blanco.jpg;https://www.dmi.es/photo/921/29072/2199178121991781/pq/ventilador-caja-nox-cool-fan-led-120mm-negro-led-blanco.jpg;https://www.dmi.es/photo/921/29072/2199178121991781/pq/ventilador-caja-nox-cool-fan-led-120mm-negro-led-blanco.jpg
CJ11356425;https://www.dmi.es/photo/237/29073/4356231543562315/th/caja-micro-atx-nox-hummer-tg-1xusb3-0-2xusb2-0-negro-rgb.jpg;7.00;21;0.00;;50.10;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX HUMMER TG 1XUSB3.0 2XUSB2.0 NEGRO RGB";https://www.dmi.es/ficha/CJ11356425;1.00;NXHUMMERTGRGB;;"ATX/Micro-ATX/ITX, 3x 3.5"", 2x 2.5"", SPCC 0.6mm, USB 3.0, 2x USB 2.0, 3x 120mm LED RGB";8436532168093;999993;237;"Chasis PC";CJ11356425;NXHUMMERTGRGB;78732.00;"ATX/Micro-ATX/ITX, 3x 3.5"", 2x 2.5"", SPCC 0.6mm, USB 3.0, 2x USB 2.0, 3x 120mm LED RGB";;https://www.dmi.es/photo/237/29073/4356231543562315/bg/caja-micro-atx-nox-hummer-tg-1xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29073/4356231543562315/pq/caja-micro-atx-nox-hummer-tg-1xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29073/4356231543562315/pq/caja-micro-atx-nox-hummer-tg-1xusb3-0-2xusb2-0-negro-rgb.jpg
CJ11356427;https://www.dmi.es/photo/237/29075/3741976737419767/th/caja-atx-nox-hummer-tgx-2xusb3-0-2xusb2-0-negro-rgb.jpg;11.00;21;0.00;;77.20;;"Cajas y fuentes";NOX;"CAJA ATX NOX HUMMER TGX 2XUSB3.0 2XUSB2.0 NEGRO RGB";https://www.dmi.es/ficha/CJ11356427;0.00;NXHUMMERTGX;;"Chasis Tipo Torre Hummer TGX, ATX/EATX/ITX/mATX, 4x 140mm RGB Ventiladores , 2x USB2.0, 2x USB 3.0, HD Audio + Mic, 10.7kg, Negro";8436532166860;999993;237;"Chasis PC";CJ11356427;NXHUMMERTGX;100890.00;"Chasis Tipo Torre Hummer TGX, ATX/EATX/ITX/mATX, 4x 140mm RGB Ventiladores , 2x USB2.0, 2x USB 3.0, HD Audio + Mic, 10.7kg, Negro";;https://www.dmi.es/photo/237/29075/3741976737419767/bg/caja-atx-nox-hummer-tgx-2xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29075/3741976737419767/pq/caja-atx-nox-hummer-tgx-2xusb3-0-2xusb2-0-negro-rgb.jpg;https://www.dmi.es/photo/237/29075/3741976737419767/pq/caja-atx-nox-hummer-tgx-2xusb3-0-2xusb2-0-negro-rgb.jpg
CJ11356428;https://www.dmi.es/photo/237/29076/2333140623331406/th/caja-micro-atx-nox-forte-1xusb3-0-2xusb2-0-negro.jpg;3.00;21;0.00;;17.98;;"Cajas y fuentes";NOX;"CAJA MICRO ATX NOX FORTE 1XUSB3.0 2XUSB2.0 NEGRO";https://www.dmi.es/ficha/CJ11356428;20.00;NXFORTE;;"Mini torre, micro ATX, 1x USB 3.0, 2x USB 2.0, 1x 120mm Frontal incluido, 2.4kg, Negro";8436532162343;999993;237;"Chasis PC";CJ11356428;NXFORTE;39606.00;"Mini torre, micro ATX, 1x USB 3.0, 2x USB 2.0, 1x 120mm Frontal incluido, 2.4kg, Negro";;https://www.dmi.es/photo/237/29076/2333140623331406/bg/caja-micro-atx-nox-forte-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29076/2333140623331406/pq/caja-micro-atx-nox-forte-1xusb3-0-2xusb2-0-negro.jpg;https://www.dmi.es/photo/237/29076/2333140623331406/pq/caja-micro-atx-nox-forte-1xusb3-0-2xusb2-0-negro.jpg
