ARTICULO;IMAGEN;PESO;IVA;PRECIOCANO;TIPCANON;COMPRA;VENTA;FAMILIA;MARCA;DENOMINA;URL;STOCK;PARTNUMBER;CODIGOBAR;DESCEXTRTF;EAN;CATEGORIA_ID;SUBCATEGORIA_ID;SUBCATEGORIADEPRODUCTO;CODIGO_MAYORISTA;CODIGO_FABRICANTE;VOLUMEN;SHORTDESC;LONGDESC;HighPic;LowPic;ThumbPic
TV0526124;https://www.dmi.es/photo/7206/28758/5131755851317558/th/tv-hitachi-75hl17w64-75--4k-smart-wifi-negro-usb-hdmi-netflix.jpg;50.00;21;0.00;;1283.86;;TV;Hitachi;"TV HITACHI 75HL17W64 75"" 4K SMART WIFI NEGRO USB HDMI NETFLIX";https://www.dmi.es/ficha/TV0526124;1.00;75HL17W64;;"190.5 cm (75"") 4K Ultra HD (3840 x 2160), Smart TV, 1600 BPI, 350 cd/m², 6000:1, Wi-Fi, Bluetooth, DVB-T2/S2, 2x USB, 3x HDMI, VGA, 2x 12W RMS";5014024004161;999982;7206;"Televisores LED modo hotel";TV0526124;75HL17W64;508816.00;"190.5 cm (75"") 4K Ultra HD (3840 x 2160), Smart TV, 1600 BPI, 350 cd/m², 6000:1, Wi-Fi, Bluetooth, DVB-T2/S2, 2x USB, 3x HDMI, VGA, 2x 12W RMS";;https://www.dmi.es/photo/7206/28758/5131755851317558/bg/tv-hitachi-75hl17w64-75--4k-smart-wifi-negro-usb-hdmi-netflix.jpg;https://www.dmi.es/photo/7206/28758/5131755851317558/pq/tv-hitachi-75hl17w64-75--4k-smart-wifi-negro-usb-hdmi-netflix.jpg;https://www.dmi.es/photo/7206/28758/5131755851317558/pq/tv-hitachi-75hl17w64-75--4k-smart-wifi-negro-usb-hdmi-netflix.jpg
IM5236108;https://www.dmi.es/photo/197/28759/2445533624455336/th/escaner-epson-v850-pro-perfection.jpg;4.00;21;5.25;"Canon Impr. Multifuncion";705.51;;;Epson;"ESCANER EPSON V850 PRO PERFECTION";https://www.dmi.es/ficha/IM5236108;0.00;B11B224401;;"Perfection V850 Pro";8715946538167;0;197;Escáneres;IM5236108;B11B224401;76384.00;"Perfection V850 Pro";;https://www.dmi.es/photo/197/28759/2445533624455336/bg/escaner-epson-v850-pro-perfection.jpg;https://www.dmi.es/photo/197/28759/2445533624455336/pq/escaner-epson-v850-pro-perfection.jpg;https://www.dmi.es/photo/197/28759/2445533624455336/pq/escaner-epson-v850-pro-perfection.jpg
CP11210214;https://www.dmi.es/photo/989/28760/4289829742898297/th/cpu-amd-ryzen-3-2200g-am4.jpg;1.00;21;0.00;;85.10;;;AMD;"CPU AMD RYZEN 3 2200G AM4";https://www.dmi.es/ficha/CP11210214;100.00;YD2200C5FBBOX;;;0730143309110;0;989;Procesadores;CP11210214;YD2200C5FBBOX;2744.00;;;https://www.dmi.es/photo/989/28760/4289829742898297/bg/cpu-amd-ryzen-3-2200g-am4.jpg;https://www.dmi.es/photo/989/28760/4289829742898297/pq/cpu-amd-ryzen-3-2200g-am4.jpg;https://www.dmi.es/photo/989/28760/4289829742898297/pq/cpu-amd-ryzen-3-2200g-am4.jpg
CP11210215;https://www.dmi.es/photo/989/28761/4450822744508227/th/cpu-amd-ryzen-5-2400g-am4.jpg;1.00;21;0.00;;123.58;;;AMD;"CPU AMD RYZEN 5 2400G AM4";https://www.dmi.es/ficha/CP11210215;100.00;YD2400C5FBBOX;;;0730143309080;0;989;Procesadores;CP11210215;YD2400C5FBBOX;2744.00;;;https://www.dmi.es/photo/989/28761/4450822744508227/bg/cpu-amd-ryzen-5-2400g-am4.jpg;https://www.dmi.es/photo/989/28761/4450822744508227/pq/cpu-amd-ryzen-5-2400g-am4.jpg;https://www.dmi.es/photo/989/28761/4450822744508227/pq/cpu-amd-ryzen-5-2400g-am4.jpg
TV04229075;https://www.dmi.es/photo/1584/28764/5399984153999841/th/tv-samsung-ue40m5005-40--fhd-negro-usb-hdmi.jpg;10.00;21;0.00;;276.95;;TV;Samsung;"TV SAMSUNG UE40M5005 40"" FHD NEGRO USB HDMI";https://www.dmi.es/ficha/TV04229075;100.00;UE40M5005;;"101.6 cm (40 "") (1920 x 1080), DVB-T/C, HDMI, 93 W, 7.2 kg";8806088778884;999982;1584;"Televisores LED";TV04229075;UE40M5005;96960.00;"101.6 cm (40 "") (1920 x 1080), DVB-T/C, HDMI, 93 W, 7.2 kg";;https://www.dmi.es/photo/1584/28764/5399984153999841/bg/tv-samsung-ue40m5005-40--fhd-negro-usb-hdmi.jpg;https://www.dmi.es/photo/1584/28764/5399984153999841/pq/tv-samsung-ue40m5005-40--fhd-negro-usb-hdmi.jpg;https://www.dmi.es/photo/1584/28764/5399984153999841/pq/tv-samsung-ue40m5005-40--fhd-negro-usb-hdmi.jpg
CN29317000;https://www.dmi.es/photo/1532/28765/5406937154069371/th/acc-armario-bandeja-fija-mural-450mm-(sh64xx).jpg;0.30;21;0.00;;7.20;;"Adaptadores bahía";Monolyth;"ACC.ARMARIO BANDEJA FIJA MURAL 450MM (SH64XX)";https://www.dmi.es/ficha/CN29317000;4.00;3012001;;"Bandeja Fija Armario Mural 450mm";;999987;1532;"Accesorios para Rack";CN29317000;3012001;6324.00;"Bandeja Fija Armario Mural 450mm";;https://www.dmi.es/photo/1532/28765/5406937154069371/bg/acc-armario-bandeja-fija-mural-450mm-(sh64xx).jpg;https://www.dmi.es/photo/1532/28765/5406937154069371/pq/acc-armario-bandeja-fija-mural-450mm-(sh64xx).jpg;https://www.dmi.es/photo/1532/28765/5406937154069371/pq/acc-armario-bandeja-fija-mural-450mm-(sh64xx).jpg
CA1132084;https://www.dmi.es/photo/175/28772/3229126132291261/th/adaptador-tarjeta-ssd-gembird-1-8--mini-sata-3-0-a-sata-micro.jpg;0.01;21;0.00;;4.75;;Tarjetas;Gembird;"ADAPTADOR TARJETA SSD GEMBIRD 1,8"" MINI SATA 3.0 A SATA MICRO";https://www.dmi.es/ficha/CA1132084;19.00;EE18-MS3PCB-01;;;8716309087803;999990;175;"Tarjetas Controladoras";CA1132084;EE18-MS3PCB-01;47.50;;;https://www.dmi.es/photo/175/28772/3229126132291261/bg/adaptador-tarjeta-ssd-gembird-1-8--mini-sata-3-0-a-sata-micro.jpg;https://www.dmi.es/photo/175/28772/3229126132291261/pq/adaptador-tarjeta-ssd-gembird-1-8--mini-sata-3-0-a-sata-micro.jpg;https://www.dmi.es/photo/175/28772/3229126132291261/pq/adaptador-tarjeta-ssd-gembird-1-8--mini-sata-3-0-a-sata-micro.jpg
CA1432010;https://www.dmi.es/photo/1303/28773/3618380836183808/th/cable-interno-gembird-sata-iii-0-5m-90-grados.jpg;0.01;21;0.00;;0.42;;"Cables, Conectores y Adaptadores";Gembird;"CABLE INTERNO GEMBIRD SATA III 0,5M 90 GRADOS";https://www.dmi.es/ficha/CA1432010;100.00;CC-SATAM-DATA90;;;8716309093392;830;1303;"Cables de SATA";CA1432010;CC-SATAM-DATA90;93.50;;;https://www.dmi.es/photo/1303/28773/3618380836183808/bg/cable-interno-gembird-sata-iii-0-5m-90-grados.jpg;https://www.dmi.es/photo/1303/28773/3618380836183808/pq/cable-interno-gembird-sata-iii-0-5m-90-grados.jpg;https://www.dmi.es/photo/1303/28773/3618380836183808/pq/cable-interno-gembird-sata-iii-0-5m-90-grados.jpg
CN29317018;https://www.dmi.es/photo/1531/28774/5131748651317486/th/patch-panel-monolyth-24-ptos-utp-cat-5e-266240-c5e.jpg;0.30;21;0.00;;24.73;;Redes;Monolyth;"PATCH PANEL MONOLYTH 24 PTOS UTP CAT.5E 266240-C5E";https://www.dmi.es/ficha/CN29317018;1.00;3000002;;"24 Ports 19? UTP CAT.5E";;242;1531;"Paneles de parcheo";CN29317018;3000002;1200.00;"24 Ports 19? UTP CAT.5E";;https://www.dmi.es/photo/1531/28774/5131748651317486/bg/patch-panel-monolyth-24-ptos-utp-cat-5e-266240-c5e.jpg;https://www.dmi.es/photo/1531/28774/5131748651317486/pq/patch-panel-monolyth-24-ptos-utp-cat-5e-266240-c5e.jpg;https://www.dmi.es/photo/1531/28774/5131748651317486/pq/patch-panel-monolyth-24-ptos-utp-cat-5e-266240-c5e.jpg
CN29317019;https://www.dmi.es/photo/1531/28775/5131749351317493/th/patch-panel-monolyth-24-ptos-utp-cat6-262240-c6.jpg;0.30;21;0.00;;36.24;;Redes;Monolyth;"PATCH PANEL MONOLYTH 24 PTOS UTP CAT6 262240-C6";https://www.dmi.es/ficha/CN29317019;0.00;3000003;;;;242;1531;"Paneles de parcheo";CN29317019;3000003;4212.00;;;https://www.dmi.es/photo/1531/28775/5131749351317493/bg/patch-panel-monolyth-24-ptos-utp-cat6-262240-c6.jpg;https://www.dmi.es/photo/1531/28775/5131749351317493/pq/patch-panel-monolyth-24-ptos-utp-cat6-262240-c6.jpg;https://www.dmi.es/photo/1531/28775/5131749351317493/pq/patch-panel-monolyth-24-ptos-utp-cat6-262240-c6.jpg
CN29317020;https://www.dmi.es/photo/1151/28776/3541787435417874/th/acc-armario-monolyth-regleta-19--8-tomas-interrup.jpg;0.30;21;0.00;;14.33;;Electricidad;Monolyth;"ACC.ARMARIO MONOLYTH REGLETA 19"" 8 TOMAS INTERRUP";https://www.dmi.es/ficha/CN29317020;0.00;3050001;;"8 Schukos ? interruptor";;999959;1151;Regletas;CN29317020;3050001;2916.00;"8 Schukos ? interruptor";;https://www.dmi.es/photo/1151/28776/3541787435417874/bg/acc-armario-monolyth-regleta-19--8-tomas-interrup.jpg;https://www.dmi.es/photo/1151/28776/3541787435417874/pq/acc-armario-monolyth-regleta-19--8-tomas-interrup.jpg;https://www.dmi.es/photo/1151/28776/3541787435417874/pq/acc-armario-monolyth-regleta-19--8-tomas-interrup.jpg
CN29317021;https://www.dmi.es/photo/1532/28777/5291666752916667/th/acc-armario-monolyth-bandeja-fija-mural-600mm-(sh66xx).jpg;1.00;21;0.00;;12.03;;"Adaptadores bahía";Monolyth;"ACC.ARMARIO MONOLYTH BANDEJA FIJA MURAL 600MM (SH66XX)";https://www.dmi.es/ficha/CN29317021;12.00;3012202;;"Bandeja fija para armarios murales 600mm";;999987;1532;"Accesorios para Rack";CN29317021;3012202;8050.00;"Bandeja fija para armarios murales 600mm";;https://www.dmi.es/photo/1532/28777/5291666752916667/bg/acc-armario-monolyth-bandeja-fija-mural-600mm-(sh66xx).jpg;https://www.dmi.es/photo/1532/28777/5291666752916667/pq/acc-armario-monolyth-bandeja-fija-mural-600mm-(sh66xx).jpg;https://www.dmi.es/photo/1532/28777/5291666752916667/pq/acc-armario-monolyth-bandeja-fija-mural-600mm-(sh66xx).jpg
CN29317022;https://www.dmi.es/photo/1537/28778/5131758251317582/th/acc-armario-monolyth(sfw)-guia-1u-cableado-anilla-metal.jpg;0.20;21;0.00;;4.76;;Redes;Monolyth;"ACC.ARMARIO MONOLYTH(SFW) GUIA 1U CABLEADO ANILLA METAL";https://www.dmi.es/ficha/CN29317022;11.00;3060000-2;;"Guía 1U cables anilla metálica";;242;1537;"Accesorios de paneles de parcheo";CN29317022;3060000-2;1960.00;"Guía 1U cables anilla metálica";;https://www.dmi.es/photo/1537/28778/5131758251317582/bg/acc-armario-monolyth(sfw)-guia-1u-cableado-anilla-metal.jpg;https://www.dmi.es/photo/1537/28778/5131758251317582/pq/acc-armario-monolyth(sfw)-guia-1u-cableado-anilla-metal.jpg;https://www.dmi.es/photo/1537/28778/5131758251317582/pq/acc-armario-monolyth(sfw)-guia-1u-cableado-anilla-metal.jpg
CN29317023;https://www.dmi.es/photo/1537/28779/5131760351317603/th/acc-armario-monolyth(sfw)-guia-1u-cableado-metal-con-tapa.jpg;0.20;21;0.00;;4.56;;Redes;Monolyth;"ACC.ARMARIO MONOLYTH(SFW) GUIA 1U CABLEADO METAL CON TAPA";https://www.dmi.es/ficha/CN29317023;23.00;3060001-2;;"Guía de 1U para cable con tapa";;242;1537;"Accesorios de paneles de parcheo";CN29317023;3060001-2;1960.00;"Guía de 1U para cable con tapa";;https://www.dmi.es/photo/1537/28779/5131760351317603/bg/acc-armario-monolyth(sfw)-guia-1u-cableado-metal-con-tapa.jpg;https://www.dmi.es/photo/1537/28779/5131760351317603/pq/acc-armario-monolyth(sfw)-guia-1u-cableado-metal-con-tapa.jpg;https://www.dmi.es/photo/1537/28779/5131760351317603/pq/acc-armario-monolyth(sfw)-guia-1u-cableado-metal-con-tapa.jpg
CN29317026;https://www.dmi.es/photo/1532/28782/5131762851317628/th/acc-armario-monolyth-tornillo-(1x50uni)-philips+tuerca-m6*16-sfw.jpg;0.30;21;0.00;;8.13;;"Adaptadores bahía";Monolyth;"ACC.ARMARIO MONOLYTH TORNILLO (1X50UNI) PHILIPS+TUERCA M6*16 SFW";https://www.dmi.es/ficha/CN29317026;1.00;3090003-2;;"Tornillo Philips + tuerca M6x16s";;999987;1532;"Accesorios para Rack";CN29317026;3090003-2;360.00;"Tornillo Philips + tuerca M6x16s";;https://www.dmi.es/photo/1532/28782/5131762851317628/bg/acc-armario-monolyth-tornillo-(1x50uni)-philips+tuerca-m6*16-sfw.jpg;https://www.dmi.es/photo/1532/28782/5131762851317628/pq/acc-armario-monolyth-tornillo-(1x50uni)-philips+tuerca-m6*16-sfw.jpg;https://www.dmi.es/photo/1532/28782/5131762851317628/pq/acc-armario-monolyth-tornillo-(1x50uni)-philips+tuerca-m6*16-sfw.jpg
TV91346010;https://www.dmi.es/photo/1086/28783/2955120729551207/th/engel-rs8100hd-satellite-receiiver-dvbs2.jpg;0.50;21;0.00;;69.00;;TV;"Engel Axil";"ENGEL RS8100HD SATELLITE RECEIIVER DVBS2";https://www.dmi.es/ficha/TV91346010;0.00;RS8100HD;;"FullHD 1080p, DV3S2, PVR, Wi-Fi, LAN, 2x USB 2.0, HDMI, RS-232, Negro";8434128000253;999982;1086;"TV Set-Top Boxes";TV91346010;RS8100HD;3412.50;"FullHD 1080p, DV3S2, PVR, Wi-Fi, LAN, 2x USB 2.0, HDMI, RS-232, Negro";;https://www.dmi.es/photo/1086/28783/2955120729551207/bg/engel-rs8100hd-satellite-receiiver-dvbs2.jpg;https://www.dmi.es/photo/1086/28783/2955120729551207/pq/engel-rs8100hd-satellite-receiiver-dvbs2.jpg;https://www.dmi.es/photo/1086/28783/2955120729551207/pq/engel-rs8100hd-satellite-receiiver-dvbs2.jpg
TV91346011;https://www.dmi.es/photo/1086/28784/3807460138074601/th/engel-engeldroid-en1020k-androoid-tdt-dvbt-receiver-quadcore.jpg;0.40;21;0.00;;58.00;;TV;"Engel Axil";"ENGEL ENGELDROID EN1020K ANDROOID TDT DVBT RECEIVER QUADCORE";https://www.dmi.es/ficha/TV91346011;44.00;EN1020K;;"Receptor 4K Android + DVB-T2, CPU Cortex A53 Quad-Core 1.5GHz, GPU Mali-450 Penta-Core, 1GB DDR3 RAM, 8GB ROM, DLNA/Miracast/Airplay, Wi-Fi 802.11b/g/n, PVR, 2x USB 2.0, MicroSD, Ethernet, RF, AV, HDMI 2.0, Negro";8434128001687;999982;1086;"TV Set-Top Boxes";TV91346011;EN1020K;3200.00;"Receptor 4K Android + DVB-T2, CPU Cortex A53 Quad-Core 1.5GHz, GPU Mali-450 Penta-Core, 1GB DDR3 RAM, 8GB ROM, DLNA/Miracast/Airplay, Wi-Fi 802.11b/g/n, PVR, 2x USB 2.0, MicroSD, Ethernet, RF, AV, HDMI 2.0, Negro";;https://www.dmi.es/photo/1086/28784/3807460138074601/bg/engel-engeldroid-en1020k-androoid-tdt-dvbt-receiver-quadcore.jpg;https://www.dmi.es/photo/1086/28784/3807460138074601/pq/engel-engeldroid-en1020k-androoid-tdt-dvbt-receiver-quadcore.jpg;https://www.dmi.es/photo/1086/28784/3807460138074601/pq/engel-engeldroid-en1020k-androoid-tdt-dvbt-receiver-quadcore.jpg
CS4265482;https://www.dmi.es/photo/375/28793/3355474233554742/th/toner-hp-samsung-clt-p504c-pack-4--4300-paginas-clp415-clx4195-c1810-c1860.jpg;2.00;21;0.00;;175.54;;Consumibles;Samsung;"TONER HP-SAMSUNG CLT-P504C PACK 4  4300 PAGINAS CLP415 CLX4195 C1810 C1860";https://www.dmi.es/ficha/CS4265482;1.00;CLT-P504C;;;8806088593593;225;375;"Tóner y Cartuchos Láser";CS4265482;CLT-P504C;22356.00;;;https://www.dmi.es/photo/375/28793/3355474233554742/bg/toner-hp-samsung-clt-p504c-pack-4--4300-paginas-clp415-clx4195-c1810-c1860.jpg;https://www.dmi.es/photo/375/28793/3355474233554742/pq/toner-hp-samsung-clt-p504c-pack-4--4300-paginas-clp415-clx4195-c1810-c1860.jpg;https://www.dmi.es/photo/375/28793/3355474233554742/pq/toner-hp-samsung-clt-p504c-pack-4--4300-paginas-clp415-clx4195-c1810-c1860.jpg
SF51141219;https://www.dmi.es/photo/62/28794/5921812059218120/th/ksos-r-escritorio-mobil-serviddor-10-usuarios.jpg;0.00;21;0.00;;173.74;;;"Kaspersky Lab";"KSOS R Escritorio/Mobil/serviddor 10 usuarios";https://www.dmi.es/ficha/SF51141219;0.00;KL4533XBKFR-ES;;"Small Office Security 5, 1Y, 10U, 1 Server, ESP";;0;62;"Seguridad y Antivirus";SF51141219;KL4533XBKFR-ES;0.00;"Small Office Security 5, 1Y, 10U, 1 Server, ESP";;https://www.dmi.es/photo/62/28794/5921812059218120/bg/ksos-r-escritorio-mobil-serviddor-10-usuarios.jpg;https://www.dmi.es/photo/62/28794/5921812059218120/pq/ksos-r-escritorio-mobil-serviddor-10-usuarios.jpg;https://www.dmi.es/photo/62/28794/5921812059218120/pq/ksos-r-escritorio-mobil-serviddor-10-usuarios.jpg
MM21183699;https://www.dmi.es/photo/911/28797/2640570426405704/th/ddr4-ballistix-sport-lt-8gb2400-gray.jpg;0.00;21;0.00;;55.48;;;Crucial;"DDR4 BALLISTIX SPORT LT 8GB2400 GRAY";https://www.dmi.es/ficha/MM21183699;0.00;BLS8G4D240FSB;;;0649528771308;0;911;"Memoria RAM";MM21183699;BLS8G4D240FSB;0.00;;;https://www.dmi.es/photo/911/28797/2640570426405704/bg/ddr4-ballistix-sport-lt-8gb2400-gray.jpg;https://www.dmi.es/photo/911/28797/2640570426405704/pq/ddr4-ballistix-sport-lt-8gb2400-gray.jpg;https://www.dmi.es/photo/911/28797/2640570426405704/pq/ddr4-ballistix-sport-lt-8gb2400-gray.jpg
MM21183702;https://www.dmi.es/photo/911/28800/3059296230592962/th/ddr4-ballistix-sport-lt-8gb2400-white.jpg;0.50;21;0.00;;72.12;;;Crucial;"DDR4 BALLISTIX SPORT LT 8GB2400 WHITE";https://www.dmi.es/ficha/MM21183702;0.00;BLS8G4D240FSC;;;0649528774248;0;911;"Memoria RAM";MM21183702;BLS8G4D240FSC;468.00;;;https://www.dmi.es/photo/911/28800/3059296230592962/bg/ddr4-ballistix-sport-lt-8gb2400-white.jpg;https://www.dmi.es/photo/911/28800/3059296230592962/pq/ddr4-ballistix-sport-lt-8gb2400-white.jpg;https://www.dmi.es/photo/911/28800/3059296230592962/pq/ddr4-ballistix-sport-lt-8gb2400-white.jpg
MM21183704;https://www.dmi.es/photo/911/28802/5796629757966297/th/ddr4-ballistix-sport-lt-4gb2400-red.jpg;0.00;21;0.00;;37.29;;;Crucial;"DDR4 BALLISTIX SPORT LT 4GB2400 RED";https://www.dmi.es/ficha/MM21183704;0.00;BLS4G4D240FSE;;;0649528777225;0;911;"Memoria RAM";MM21183704;BLS4G4D240FSE;0.00;;;https://www.dmi.es/photo/911/28802/5796629757966297/bg/ddr4-ballistix-sport-lt-4gb2400-red.jpg;https://www.dmi.es/photo/911/28802/5796629757966297/pq/ddr4-ballistix-sport-lt-4gb2400-red.jpg;https://www.dmi.es/photo/911/28802/5796629757966297/pq/ddr4-ballistix-sport-lt-4gb2400-red.jpg
MM21183707;https://www.dmi.es/photo/911/28805/2640569426405694/th/ddr4-ballistix-sport-lt-2x4gb-2400-gray.jpg;0.01;21;0.00;;77.87;;;Crucial;"DDR4 BALLISTIX SPORT LT 2x4GB 2400 GRAY";https://www.dmi.es/ficha/MM21183707;0.00;BLS2C4G4D240FSB;;;0649528771353;0;911;"Memoria RAM";MM21183707;BLS2C4G4D240FSB;221.00;;;https://www.dmi.es/photo/911/28805/2640569426405694/bg/ddr4-ballistix-sport-lt-2x4gb-2400-gray.jpg;https://www.dmi.es/photo/911/28805/2640569426405694/pq/ddr4-ballistix-sport-lt-2x4gb-2400-gray.jpg;https://www.dmi.es/photo/911/28805/2640569426405694/pq/ddr4-ballistix-sport-lt-2x4gb-2400-gray.jpg
MM21183713;https://www.dmi.es/photo/911/28811/5796630057966300/th/ddr4-ballistix-sport-lt-2x4gb-2400-red.jpg;0.00;21;0.00;;76.35;;;Crucial;"DDR4 BALLISTIX SPORT LT 2x4GB 2400 RED";https://www.dmi.es/ficha/MM21183713;0.00;BLS2C4G4D240FSE;;;0649528777256;0;911;"Memoria RAM";MM21183713;BLS2C4G4D240FSE;0.00;;;https://www.dmi.es/photo/911/28811/5796630057966300/bg/ddr4-ballistix-sport-lt-2x4gb-2400-red.jpg;https://www.dmi.es/photo/911/28811/5796630057966300/pq/ddr4-ballistix-sport-lt-2x4gb-2400-red.jpg;https://www.dmi.es/photo/911/28811/5796630057966300/pq/ddr4-ballistix-sport-lt-2x4gb-2400-red.jpg
MM21183714;https://www.dmi.es/photo/911/28812/5795711757957117/th/ddr4-ballistix-sport-lt-2x8gb-2400-red.jpg;0.40;21;0.00;;124.04;;;Crucial;"DDR4 BALLISTIX SPORT LT 2x8GB 2400 RED";https://www.dmi.es/ficha/MM21183714;0.00;BLS2C8G4D240FSE;;;0649528777263;0;911;"Memoria RAM";MM21183714;BLS2C8G4D240FSE;234.00;;;https://www.dmi.es/photo/911/28812/5795711757957117/bg/ddr4-ballistix-sport-lt-2x8gb-2400-red.jpg;https://www.dmi.es/photo/911/28812/5795711757957117/pq/ddr4-ballistix-sport-lt-2x8gb-2400-red.jpg;https://www.dmi.es/photo/911/28812/5795711757957117/pq/ddr4-ballistix-sport-lt-2x8gb-2400-red.jpg
TG1146284;https://www.dmi.es/photo/170/28815/4107340841073408/th/tarjeta-grafica-sapphire-rx580-pulse-4gb-gddr5.jpg;0.50;21;0.00;;250.00;;Tarjetas;Sapphire;"TARJETA GRÁFICA SAPPHIRE RX580 PULSE 4GB GDDR5";https://www.dmi.es/ficha/TG1146284;22.00;11265-10-20G;;"1366MHz, 4GB GDDR5, 256 bit, 5120x2880, 1x DVI-D, 2x HDMI, 2x DisplayPort, 225W";4895106281950;999990;170;"Tarjetas Gráficas";TG1146284;11265-10-20G;3712.00;"1366MHz, 4GB GDDR5, 256 bit, 5120x2880, 1x DVI-D, 2x HDMI, 2x DisplayPort, 225W";;https://www.dmi.es/photo/170/28815/4107340841073408/bg/tarjeta-grafica-sapphire-rx580-pulse-4gb-gddr5.jpg;https://www.dmi.es/photo/170/28815/4107340841073408/pq/tarjeta-grafica-sapphire-rx580-pulse-4gb-gddr5.jpg;https://www.dmi.es/photo/170/28815/4107340841073408/pq/tarjeta-grafica-sapphire-rx580-pulse-4gb-gddr5.jpg
MM12183345;https://www.dmi.es/photo/911/28825/5796629257966292/th/sodimm-ddr4-ballistix-sport-lt4gb-2400-sr.jpg;0.00;21;0.00;;38.57;;;Crucial;"SODIMM DDR4 BALLISTIX SPORT LT4GB 2400 SR";https://www.dmi.es/ficha/MM12183345;0.00;BLS4G4S240FSD;;;0649528777041;0;911;"Memoria RAM";MM12183345;BLS4G4S240FSD;0.00;;;https://www.dmi.es/photo/911/28825/5796629257966292/bg/sodimm-ddr4-ballistix-sport-lt4gb-2400-sr.jpg;https://www.dmi.es/photo/911/28825/5796629257966292/pq/sodimm-ddr4-ballistix-sport-lt4gb-2400-sr.jpg;https://www.dmi.es/photo/911/28825/5796629257966292/pq/sodimm-ddr4-ballistix-sport-lt4gb-2400-sr.jpg
MM12183346;https://www.dmi.es/photo/911/28826/5796629357966293/th/sodimm-ddr4-ballistix-sport-lt8gb-2400-dr.jpg;0.20;21;0.00;;71.91;;;Crucial;"SODIMM DDR4 BALLISTIX SPORT LT8GB 2400 DR";https://www.dmi.es/ficha/MM12183346;0.00;BLS8G4S240FSD;;;0649528777058;0;911;"Memoria RAM";MM12183346;BLS8G4S240FSD;234.00;;;https://www.dmi.es/photo/911/28826/5796629357966293/bg/sodimm-ddr4-ballistix-sport-lt8gb-2400-dr.jpg;https://www.dmi.es/photo/911/28826/5796629357966293/pq/sodimm-ddr4-ballistix-sport-lt8gb-2400-dr.jpg;https://www.dmi.es/photo/911/28826/5796629357966293/pq/sodimm-ddr4-ballistix-sport-lt8gb-2400-dr.jpg
AU0732035;https://www.dmi.es/photo/2315/28855/3004684230046842/th/altavoz-gembird-bluetooth-con-micro.jpg;0.20;21;0.00;;5.18;;Altavoces;Gembird;"ALTAVOZ GEMBIRD BLUETOOTH CON MICRO";https://www.dmi.es/ficha/AU0732035;0.00;SPK-BT-03;;;8716309085496;999978;2315;"Altavoces Portátiles";AU0732035;SPK-BT-03;1224.00;;;https://www.dmi.es/photo/2315/28855/3004684230046842/bg/altavoz-gembird-bluetooth-con-micro.jpg;https://www.dmi.es/photo/2315/28855/3004684230046842/pq/altavoz-gembird-bluetooth-con-micro.jpg;https://www.dmi.es/photo/2315/28855/3004684230046842/pq/altavoz-gembird-bluetooth-con-micro.jpg
CN25316010;https://www.dmi.es/photo/137/28856/1988643519886435/th/antena-ubiquiti-airmax-omni-5ghz-13dbi.jpg;0.80;21;0.00;;120.07;;Redes;"Ubiquiti Networks";"ANTENA UBIQUITI AIRMAX OMNI 5GHZ 13DBI";https://www.dmi.es/ficha/CN25316010;0.00;AMO-5G13;;;0810354020995;242;137;Antenas;CN25316010;AMO-5G13;11745.00;;;https://www.dmi.es/photo/137/28856/1988643519886435/bg/antena-ubiquiti-airmax-omni-5ghz-13dbi.jpg;https://www.dmi.es/photo/137/28856/1988643519886435/pq/antena-ubiquiti-airmax-omni-5ghz-13dbi.jpg;https://www.dmi.es/photo/137/28856/1988643519886435/pq/antena-ubiquiti-airmax-omni-5ghz-13dbi.jpg
CN25316011;https://www.dmi.es/photo/137/28857/1988643219886432/th/antena-ubiquiti-airmax-omni-2-4ghz-10dbi.jpg;2.00;21;0.00;;125.91;;Redes;"Ubiquiti Networks";"ANTENA UBIQUITI AIRMAX OMNI 2.4GHZ 10DBI";https://www.dmi.es/ficha/CN25316011;1.00;AMO-2G10;;;0810354020957;242;137;Antenas;CN25316011;AMO-2G10;24192.00;;;https://www.dmi.es/photo/137/28857/1988643219886432/bg/antena-ubiquiti-airmax-omni-2-4ghz-10dbi.jpg;https://www.dmi.es/photo/137/28857/1988643219886432/pq/antena-ubiquiti-airmax-omni-2-4ghz-10dbi.jpg;https://www.dmi.es/photo/137/28857/1988643219886432/pq/antena-ubiquiti-airmax-omni-2-4ghz-10dbi.jpg
CN21316034;https://www.dmi.es/photo/909/28858/2025542720255427/th/cpe-ubiquiti-airmax-exterior-2-4ghz.jpg;0.40;21;0.00;;62.42;;Redes;"Ubiquiti Networks";"CPE UBIQUITI AIRMAX EXTERIOR 2,4GHZ";https://www.dmi.es/ficha/CN21316034;0.00;ROCKETM2;;;0810354022753;242;909;"Puntos de Acceso WLAN";CN21316034;ROCKETM2;2392.00;;;https://www.dmi.es/photo/909/28858/2025542720255427/bg/cpe-ubiquiti-airmax-exterior-2-4ghz.jpg;https://www.dmi.es/photo/909/28858/2025542720255427/pq/cpe-ubiquiti-airmax-exterior-2-4ghz.jpg;https://www.dmi.es/photo/909/28858/2025542720255427/pq/cpe-ubiquiti-airmax-exterior-2-4ghz.jpg
